Capitales de provincia	Tipo de dato	Periodo	Total
28079 Madrid	Personas	1999	2.879.052
28079 Madrid	Personas	1998	2.881.506
28079 Madrid	Variación absoluta	2020	68.604
28079 Madrid	Variación absoluta	2019	42.792
28079 Madrid	Variación absoluta	2018	40.353
28079 Madrid	Variación absoluta	2017	17.440
28079 Madrid	Variación absoluta	2016	23.550
28079 Madrid	Variación absoluta	2015	-23.244
28079 Madrid	Variación absoluta	2014	-42.012
28079 Madrid	Variación absoluta	2013	-26.280
28079 Madrid	Variación absoluta	2012	-31.511
28079 Madrid	Variación absoluta	2011	372
28079 Madrid	Variación absoluta	2010	17.105
28079 Madrid	Variación absoluta	2009	42.673
28079 Madrid	Variación absoluta	2008	80.808
28079 Madrid	Variación absoluta	2007	3.863
28079 Madrid	Variación absoluta	2006	-26.759
28079 Madrid	Variación absoluta	2005	55.525
28079 Madrid	Variación absoluta	2004	7.075
28079 Madrid	Variación absoluta	2003	75.971
28079 Madrid	Variación absoluta	2002	59.730
28079 Madrid	Variación absoluta	2001	74.198
28079 Madrid	Variación absoluta	2000	3.808
28079 Madrid	Variación absoluta	1999	-2.454
28079 Madrid	Variación absoluta	1998	14.656
28079 Madrid	Variación relativa	2020	2,10
28079 Madrid	Variación relativa	2019	1,33
28079 Madrid	Variación relativa	2018	1,27
28079 Madrid	Variación relativa	2017	0,55
28079 Madrid	Variación relativa	2016	0,75
28079 Madrid	Variación relativa	2015	-0,73
28079 Madrid	Variación relativa	2014	-1,31
28079 Madrid	Variación relativa	2013	-0,81
28079 Madrid	Variación relativa	2012	-0,97
28079 Madrid	Variación relativa	2011	0,38
28079 Madrid	Variación relativa	2010	0,53
28079 Madrid	Variación relativa	2009	1,33
28079 Madrid	Variación relativa	2008	2,58
28079 Madrid	Variación relativa	2007	0,12
28079 Madrid	Variación relativa	2006	-0,85
28079 Madrid	Variación relativa	2005	1,79
28079 Madrid	Variación relativa	2004	0,23
28079 Madrid	Variación relativa	2003	2,52
28079 Madrid	Variación relativa	2002	2,02
28079 Madrid	Variación relativa	2001	2,57
28079 Madrid	Variación relativa	2000	0,13
28079 Madrid	Variación relativa	1999	-0,09
28079 Madrid	Variación relativa	1998	0,51
29067 Málaga	Personas	2020	578.460
29067 Málaga	Personas	2019	574.654
29067 Málaga	Personas	2018	571.026
29067 Málaga	Personas	2017	569.002
29067 Málaga	Personas	2016	569.009
29067 Málaga	Personas	2015	569.130
29067 Málaga	Personas	2014	566.913
29067 Málaga	Personas	2013	568.479
29067 Málaga	Personas	2012	567.433
29067 Málaga	Personas	2011	568.030
29067 Málaga	Personas	2010	568.507
29067 Málaga	Personas	2009	568.305
29067 Málaga	Personas	2008	566.447
29067 Málaga	Personas	2007	561.250
29067 Málaga	Personas	2006	560.631
29067 Málaga	Personas	2005	558.287
29067 Málaga	Personas	2004	547.731
29067 Málaga	Personas	2003	547.105
29067 Málaga	Personas	2002	535.686
29067 Málaga	Personas	2001	534.207
29067 Málaga	Personas	2000	531.565
29067 Málaga	Personas	1999	530.553
29067 Málaga	Personas	1998	528.079
29067 Málaga	Variación absoluta	2020	3.806
29067 Málaga	Variación absoluta	2019	3.628
29067 Málaga	Variación absoluta	2018	2.024
29067 Málaga	Variación absoluta	2017	-7
29067 Málaga	Variación absoluta	2016	-121
29067 Málaga	Variación absoluta	2015	2.217
29067 Málaga	Variación absoluta	2014	-1.566
29067 Málaga	Variación absoluta	2013	1.046
29067 Málaga	Variación absoluta	2012	-597
29067 Málaga	Variación absoluta	2011	-8.011
29067 Málaga	Variación absoluta	2010	202
29067 Málaga	Variación absoluta	2009	1.858
29067 Málaga	Variación absoluta	2008	5.197
29067 Málaga	Variación absoluta	2007	619
29067 Málaga	Variación absoluta	2006	2.344
29067 Málaga	Variación absoluta	2005	10.556
29067 Málaga	Variación absoluta	2004	626
29067 Málaga	Variación absoluta	2003	11.419
29067 Málaga	Variación absoluta	2002	1.479
29067 Málaga	Variación absoluta	2001	2.642
29067 Málaga	Variación absoluta	2000	1.012
29067 Málaga	Variación absoluta	1999	2.474
29067 Málaga	Variación absoluta	1998	-21.056
29067 Málaga	Variación relativa	2020	0,66
29067 Málaga	Variación relativa	2019	0,64
29067 Málaga	Variación relativa	2018	0,36
29067 Málaga	Variación relativa	2017	0,00
29067 Málaga	Variación relativa	2016	-0,02
29067 Málaga	Variación relativa	2015	0,39
29067 Málaga	Variación relativa	2014	-0,28
29067 Málaga	Variación relativa	2013	0,18
29067 Málaga	Variación relativa	2012	-0,11
29067 Málaga	Variación relativa	2011	-0,24
29067 Málaga	Variación relativa	2010	0,04
29067 Málaga	Variación relativa	2009	0,33
29067 Málaga	Variación relativa	2008	0,93
29067 Málaga	Variación relativa	2007	0,11
29067 Málaga	Variación relativa	2006	0,42
29067 Málaga	Variación relativa	2005	1,93
29067 Málaga	Variación relativa	2004	0,11
29067 Málaga	Variación relativa	2003	2,13
29067 Málaga	Variación relativa	2002	0,28
29067 Málaga	Variación relativa	2001	0,50
29067 Málaga	Variación relativa	2000	0,19
29067 Málaga	Variación relativa	1999	0,47
29067 Málaga	Variación relativa	1998	-3,83
30030 Murcia	Personas	2020	459.403
30030 Murcia	Personas	2019	453.258
30030 Murcia	Personas	2018	447.182
30030 Murcia	Personas	2017	443.243
30030 Murcia	Personas	2016	441.003
30030 Murcia	Personas	2015	439.889
30030 Murcia	Personas	2014	439.712
30030 Murcia	Personas	2013	438.246
30030 Murcia	Personas	2012	441.354
30030 Murcia	Personas	2011	442.203
30030 Murcia	Personas	2010	441.345
30030 Murcia	Personas	2009	436.870
30030 Murcia	Personas	2008	430.571
30030 Murcia	Personas	2007	422.861
30030 Murcia	Personas	2006	416.996
30030 Murcia	Personas	2005	409.810
30030 Murcia	Personas	2004	398.815
30030 Murcia	Personas	2003	391.146
30030 Murcia	Personas	2002	377.888
30030 Murcia	Personas	2001	367.189
30030 Murcia	Personas	2000	357.166
30030 Murcia	Personas	1999	353.504
30030 Murcia	Personas	1998	349.040
30030 Murcia	Variación absoluta	2020	6.145
30030 Murcia	Variación absoluta	2019	6.076
30030 Murcia	Variación absoluta	2018	3.939
30030 Murcia	Variación absoluta	2017	2.240
30030 Murcia	Variación absoluta	2016	1.114
30030 Murcia	Variación absoluta	2015	177
30030 Murcia	Variación absoluta	2014	1.466
30030 Murcia	Variación absoluta	2013	-3.108
30030 Murcia	Variación absoluta	2012	-849
30030 Murcia	Variación absoluta	2011	-477
30030 Murcia	Variación absoluta	2010	4.475
30030 Murcia	Variación absoluta	2009	6.299
30030 Murcia	Variación absoluta	2008	7.710
30030 Murcia	Variación absoluta	2007	5.865
30030 Murcia	Variación absoluta	2006	7.186
30030 Murcia	Variación absoluta	2005	10.995
30030 Murcia	Variación absoluta	2004	7.669
30030 Murcia	Variación absoluta	2003	13.258
30030 Murcia	Variación absoluta	2002	10.699
30030 Murcia	Variación absoluta	2001	10.023
30030 Murcia	Variación absoluta	2000	3.662
30030 Murcia	Variación absoluta	1999	4.464
30030 Murcia	Variación absoluta	1998	3.281
30030 Murcia	Variación relativa	2020	1,36
30030 Murcia	Variación relativa	2019	1,36
30030 Murcia	Variación relativa	2018	0,89
30030 Murcia	Variación relativa	2017	0,51
30030 Murcia	Variación relativa	2016	0,25
30030 Murcia	Variación relativa	2015	0,04
30030 Murcia	Variación relativa	2014	0,33
30030 Murcia	Variación relativa	2013	-0,70
30030 Murcia	Variación relativa	2012	-0,19
30030 Murcia	Variación relativa	2011	-0,08
30030 Murcia	Variación relativa	2010	1,02
30030 Murcia	Variación relativa	2009	1,46
30030 Murcia	Variación relativa	2008	1,82
30030 Murcia	Variación relativa	2007	1,41
30030 Murcia	Variación relativa	2006	1,75
30030 Murcia	Variación relativa	2005	2,76
30030 Murcia	Variación relativa	2004	1,96
30030 Murcia	Variación relativa	2003	3,51
30030 Murcia	Variación relativa	2002	2,91
30030 Murcia	Variación relativa	2001	2,81
30030 Murcia	Variación relativa	2000	1,04
30030 Murcia	Variación relativa	1999	1,28
30030 Murcia	Variación relativa	1998	0,95
32054 Ourense	Personas	2020	105.643
32054 Ourense	Personas	2019	105.233
32054 Ourense	Personas	2018	105.505
32054 Ourense	Personas	2017	105.636
32054 Ourense	Personas	2016	105.893
32054 Ourense	Personas	2015	106.231
32054 Ourense	Personas	2014	106.905
32054 Ourense	Personas	2013	107.542
32054 Ourense	Personas	2012	107.597
32054 Ourense	Personas	2011	108.002
32054 Ourense	Personas	2010	108.673
32054 Ourense	Personas	2009	107.742
32054 Ourense	Personas	2008	107.057
32054 Ourense	Personas	2007	107.186
32054 Ourense	Personas	2006	108.137
32054 Ourense	Personas	2005	108.358
32054 Ourense	Personas	2004	108.600
32054 Ourense	Personas	2003	109.475
32054 Ourense	Personas	2002	109.011
32054 Ourense	Personas	2001	109.051
32054 Ourense	Personas	2000	108.647
32054 Ourense	Personas	1999	109.120
32054 Ourense	Personas	1998	107.965
32054 Ourense	Variación absoluta	2020	410
32054 Ourense	Variación absoluta	2019	-272
32054 Ourense	Variación absoluta	2018	-131
32054 Ourense	Variación absoluta	2017	-257
32054 Ourense	Variación absoluta	2016	-338
32054 Ourense	Variación absoluta	2015	-674
32054 Ourense	Variación absoluta	2014	-637
32054 Ourense	Variación absoluta	2013	-55
32054 Ourense	Variación absoluta	2012	-405
32054 Ourense	Variación absoluta	2011	858
32054 Ourense	Variación absoluta	2010	931
32054 Ourense	Variación absoluta	2009	685
32054 Ourense	Variación absoluta	2008	-129
32054 Ourense	Variación absoluta	2007	-951
32054 Ourense	Variación absoluta	2006	-221
32054 Ourense	Variación absoluta	2005	-242
32054 Ourense	Variación absoluta	2004	-875
32054 Ourense	Variación absoluta	2003	464
32054 Ourense	Variación absoluta	2002	-40
32054 Ourense	Variación absoluta	2001	404
32054 Ourense	Variación absoluta	2000	-473
32054 Ourense	Variación absoluta	1999	1.155
32054 Ourense	Variación absoluta	1998	905
32054 Ourense	Variación relativa	2020	0,39
32054 Ourense	Variación relativa	2019	-0,26
32054 Ourense	Variación relativa	2018	-0,12
32054 Ourense	Variación relativa	2017	-0,24
32054 Ourense	Variación relativa	2016	-0,32
32054 Ourense	Variación relativa	2015	-0,63
32054 Ourense	Variación relativa	2014	-0,59
32054 Ourense	Variación relativa	2013	-0,05
32054 Ourense	Variación relativa	2012	-0,37
32054 Ourense	Variación relativa	2011	0,19
32054 Ourense	Variación relativa	2010	0,86
32054 Ourense	Variación relativa	2009	0,64
32054 Ourense	Variación relativa	2008	-0,12
32054 Ourense	Variación relativa	2007	-0,88
32054 Ourense	Variación relativa	2006	-0,20
32054 Ourense	Variación relativa	2005	-0,22
32054 Ourense	Variación relativa	2004	-0,80
32054 Ourense	Variación relativa	2003	0,43
32054 Ourense	Variación relativa	2002	-0,04
32054 Ourense	Variación relativa	2001	0,37
32054 Ourense	Variación relativa	2000	-0,43
32054 Ourense	Variación relativa	1999	1,07
32054 Ourense	Variación relativa	1998	0,85
33044 Oviedo	Personas	2020	219.910
33044 Oviedo	Personas	2019	219.686
33044 Oviedo	Personas	2018	220.020
33044 Oviedo	Personas	2017	220.301
33044 Oviedo	Personas	2016	220.567
33044 Oviedo	Personas	2015	221.870
33044 Oviedo	Personas	2014	223.765
33044 Oviedo	Personas	2013	225.089
33044 Oviedo	Personas	2012	225.973
33044 Oviedo	Personas	2011	225.391
33044 Oviedo	Personas	2010	225.155
33044 Oviedo	Personas	2009	224.005
33044 Oviedo	Personas	2008	220.644
33044 Oviedo	Personas	2007	216.607
33044 Oviedo	Personas	2006	214.883
33044 Oviedo	Personas	2005	212.174
33044 Oviedo	Personas	2004	209.495
33044 Oviedo	Personas	2003	207.699
33044 Oviedo	Personas	2002	202.938
33044 Oviedo	Personas	2001	201.005
33044 Oviedo	Personas	2000	200.411
33044 Oviedo	Personas	1999	200.453
33044 Oviedo	Personas	1998	199.549
33044 Oviedo	Variación absoluta	2020	224
33044 Oviedo	Variación absoluta	2019	-334
33044 Oviedo	Variación absoluta	2018	-281
33044 Oviedo	Variación absoluta	2017	-266
33044 Oviedo	Variación absoluta	2016	-1.303
33044 Oviedo	Variación absoluta	2015	-1.895
33044 Oviedo	Variación absoluta	2014	-1.324
33044 Oviedo	Variación absoluta	2013	-884
33044 Oviedo	Variación absoluta	2012	582
33044 Oviedo	Variación absoluta	2011	444
33044 Oviedo	Variación absoluta	2010	1.150
33044 Oviedo	Variación absoluta	2009	3.361
33044 Oviedo	Variación absoluta	2008	4.037
33044 Oviedo	Variación absoluta	2007	1.724
33044 Oviedo	Variación absoluta	2006	2.709
33044 Oviedo	Variación absoluta	2005	2.679
33044 Oviedo	Variación absoluta	2004	1.796
33044 Oviedo	Variación absoluta	2003	4.761
33044 Oviedo	Variación absoluta	2002	1.933
33044 Oviedo	Variación absoluta	2001	594
33044 Oviedo	Variación absoluta	2000	-42
33044 Oviedo	Variación absoluta	1999	904
33044 Oviedo	Variación absoluta	1998	-500
33044 Oviedo	Variación relativa	2020	0,10
33044 Oviedo	Variación relativa	2019	-0,15
33044 Oviedo	Variación relativa	2018	-0,13
33044 Oviedo	Variación relativa	2017	-0,12
33044 Oviedo	Variación relativa	2016	-0,59
33044 Oviedo	Variación relativa	2015	-0,85
33044 Oviedo	Variación relativa	2014	-0,59
33044 Oviedo	Variación relativa	2013	-0,39
33044 Oviedo	Variación relativa	2012	0,26
33044 Oviedo	Variación relativa	2011	0,22
33044 Oviedo	Variación relativa	2010	0,51
33044 Oviedo	Variación relativa	2009	1,52
33044 Oviedo	Variación relativa	2008	1,86
33044 Oviedo	Variación relativa	2007	0,80
33044 Oviedo	Variación relativa	2006	1,28
33044 Oviedo	Variación relativa	2005	1,28
33044 Oviedo	Variación relativa	2004	0,86
33044 Oviedo	Variación relativa	2003	2,35
33044 Oviedo	Variación relativa	2002	0,96
33044 Oviedo	Variación relativa	2001	0,30
33044 Oviedo	Variación relativa	2000	-0,02
33044 Oviedo	Variación relativa	1999	0,45
33044 Oviedo	Variación relativa	1998	-0,25
34120 Palencia	Personas	2020	78.144
34120 Palencia	Personas	2019	78.412
34120 Palencia	Personas	2018	78.629
34120 Palencia	Personas	2017	78.892
34120 Palencia	Personas	2016	79.137
34120 Palencia	Personas	2015	79.595
34120 Palencia	Personas	2014	80.178
34120 Palencia	Personas	2013	80.649
34120 Palencia	Personas	2012	81.198
34120 Palencia	Personas	2011	81.552
34120 Palencia	Personas	2010	82.169
34120 Palencia	Personas	2009	82.651
34120 Palencia	Personas	2008	82.626
34120 Palencia	Personas	2007	82.286
34120 Palencia	Personas	2006	82.263
34120 Palencia	Personas	2005	81.439
34120 Palencia	Personas	2004	81.207
34120 Palencia	Personas	2003	81.378
34120 Palencia	Personas	2002	80.801
34120 Palencia	Personas	2001	80.836
34120 Palencia	Personas	2000	80.613
34120 Palencia	Personas	1999	80.332
34120 Palencia	Personas	1998	79.745
34120 Palencia	Variación absoluta	2020	-268
34120 Palencia	Variación absoluta	2019	-217
34120 Palencia	Variación absoluta	2018	-263
34120 Palencia	Variación absoluta	2017	-245
34120 Palencia	Variación absoluta	2016	-458
34120 Palencia	Variación absoluta	2015	-583
34120 Palencia	Variación absoluta	2014	-471
34120 Palencia	Variación absoluta	2013	-549
34120 Palencia	Variación absoluta	2012	-354
34120 Palencia	Variación absoluta	2011	-671
34120 Palencia	Variación absoluta	2010	-482
34120 Palencia	Variación absoluta	2009	25
34120 Palencia	Variación absoluta	2008	340
34120 Palencia	Variación absoluta	2007	23
34120 Palencia	Variación absoluta	2006	824
34120 Palencia	Variación absoluta	2005	232
34120 Palencia	Variación absoluta	2004	-171
34120 Palencia	Variación absoluta	2003	577
34120 Palencia	Variación absoluta	2002	-35
34120 Palencia	Variación absoluta	2001	223
34120 Palencia	Variación absoluta	2000	281
34120 Palencia	Variación absoluta	1999	587
34120 Palencia	Variación absoluta	1998	914
34120 Palencia	Variación relativa	2020	-0,34
34120 Palencia	Variación relativa	2019	-0,28
34120 Palencia	Variación relativa	2018	-0,33
34120 Palencia	Variación relativa	2017	-0,31
34120 Palencia	Variación relativa	2016	-0,58
34120 Palencia	Variación relativa	2015	-0,73
34120 Palencia	Variación relativa	2014	-0,58
34120 Palencia	Variación relativa	2013	-0,68
34120 Palencia	Variación relativa	2012	-0,43
34120 Palencia	Variación relativa	2011	-0,62
34120 Palencia	Variación relativa	2010	-0,58
34120 Palencia	Variación relativa	2009	0,03
34120 Palencia	Variación relativa	2008	0,41
34120 Palencia	Variación relativa	2007	0,03
34120 Palencia	Variación relativa	2006	1,01
34120 Palencia	Variación relativa	2005	0,29
34120 Palencia	Variación relativa	2004	-0,21
34120 Palencia	Variación relativa	2003	0,71
34120 Palencia	Variación relativa	2002	-0,04
34120 Palencia	Variación relativa	2001	0,28
34120 Palencia	Variación relativa	2000	0,35
34120 Palencia	Variación relativa	1999	0,74
34120 Palencia	Variación relativa	1998	1,16
07040 Palma	Personas	2020	422.587
07040 Palma	Personas	2019	416.065
07040 Palma	Personas	2018	409.661
07040 Palma	Personas	2017	406.492
07040 Palma	Personas	2016	402.949
07040 Palma	Personas	2015	400.578
07040 Palma	Personas	2014	399.093
07040 Palma	Personas	2013	398.162
07040 Palma	Personas	2012	407.648
07040 Palma	Personas	2011	405.318
07040 Palma	Personas	2010	404.681
07040 Palma	Personas	2009	401.270
07040 Palma	Personas	2008	396.570
07040 Palma	Personas	2007	383.107
07040 Palma	Personas	2006	375.048
07040 Palma	Personas	2005	375.773
07040 Palma	Personas	2004	368.974
07040 Palma	Personas	2003	367.277
07040 Palma	Personas	2002	358.462
07040 Palma	Personas	2001	346.720
07040 Palma	Personas	2000	333.925
07040 Palma	Personas	1999	326.993
07040 Palma	Personas	1998	319.181
07040 Palma	Variación absoluta	2020	6.522
07040 Palma	Variación absoluta	2019	6.404
07040 Palma	Variación absoluta	2018	3.169
07040 Palma	Variación absoluta	2017	3.543
07040 Palma	Variación absoluta	2016	2.371
07040 Palma	Variación absoluta	2015	1.485
07040 Palma	Variación absoluta	2014	931
07040 Palma	Variación absoluta	2013	-9.486
07040 Palma	Variación absoluta	2012	2.330
07040 Palma	Variación absoluta	2011	236
07040 Palma	Variación absoluta	2010	3.411
07040 Palma	Variación absoluta	2009	4.700
07040 Palma	Variación absoluta	2008	13.463
07040 Palma	Variación absoluta	2007	8.059
07040 Palma	Variación absoluta	2006	-725
07040 Palma	Variación absoluta	2005	6.799
07040 Palma	Variación absoluta	2004	1.697
07040 Palma	Variación absoluta	2003	8.815
07040 Palma	Variación absoluta	2002	11.742
07040 Palma	Variación absoluta	2001	12.795
07040 Palma	Variación absoluta	2000	6.932
07040 Palma	Variación absoluta	1999	7.812
07040 Palma	Variación absoluta	1998	14.931
07040 Palma	Variación relativa	2020	1,57
07040 Palma	Variación relativa	2019	1,56
07040 Palma	Variación relativa	2018	0,78
07040 Palma	Variación relativa	2017	0,88
07040 Palma	Variación relativa	2016	0,59
07040 Palma	Variación relativa	2015	0,37
07040 Palma	Variación relativa	2014	0,23
07040 Palma	Variación relativa	2013	-2,33
07040 Palma	Variación relativa	2012	0,57
07040 Palma	Variación relativa	2011	0,10
07040 Palma	Variación relativa	2010	0,85
07040 Palma	Variación relativa	2009	1,19
07040 Palma	Variación relativa	2008	3,51
07040 Palma	Variación relativa	2007	2,15
07040 Palma	Variación relativa	2006	-0,19
07040 Palma	Variación relativa	2005	1,84
07040 Palma	Variación relativa	2004	0,46
07040 Palma	Variación relativa	2003	2,46
07040 Palma	Variación relativa	2002	3,39
07040 Palma	Variación relativa	2001	3,83
07040 Palma	Variación relativa	2000	2,12
07040 Palma	Variación relativa	1999	2,45
07040 Palma	Variación relativa	1998	4,91
35016 Palmas de Gran Canaria, Las	Personas	2020	381.223
35016 Palmas de Gran Canaria, Las	Personas	2019	379.925
35016 Palmas de Gran Canaria, Las	Personas	2018	378.517
35016 Palmas de Gran Canaria, Las	Personas	2017	377.650
35016 Palmas de Gran Canaria, Las	Personas	2016	378.998
35016 Palmas de Gran Canaria, Las	Personas	2015	379.766
35016 Palmas de Gran Canaria, Las	Personas	2014	382.283
35016 Palmas de Gran Canaria, Las	Personas	2013	383.050
35016 Palmas de Gran Canaria, Las	Personas	2012	382.296
35016 Palmas de Gran Canaria, Las	Personas	2011	383.343
35016 Palmas de Gran Canaria, Las	Personas	2010	383.308
35016 Palmas de Gran Canaria, Las	Personas	2009	381.847
35016 Palmas de Gran Canaria, Las	Personas	2008	381.123
35016 Palmas de Gran Canaria, Las	Personas	2007	377.203
35016 Palmas de Gran Canaria, Las	Personas	2006	377.056
35016 Palmas de Gran Canaria, Las	Personas	2005	378.628
35016 Palmas de Gran Canaria, Las	Personas	2004	376.953
35016 Palmas de Gran Canaria, Las	Personas	2003	377.600
35016 Palmas de Gran Canaria, Las	Personas	2002	370.649
35016 Palmas de Gran Canaria, Las	Personas	2001	364.777
35016 Palmas de Gran Canaria, Las	Personas	2000	358.518
35016 Palmas de Gran Canaria, Las	Personas	1999	354.757
35016 Palmas de Gran Canaria, Las	Personas	1998	352.641
35016 Palmas de Gran Canaria, Las	Variación absoluta	2020	1.298
35016 Palmas de Gran Canaria, Las	Variación absoluta	2019	1.408
35016 Palmas de Gran Canaria, Las	Variación absoluta	2018	867
35016 Palmas de Gran Canaria, Las	Variación absoluta	2017	-1.348
35016 Palmas de Gran Canaria, Las	Variación absoluta	2016	-768
35016 Palmas de Gran Canaria, Las	Variación absoluta	2015	-2.517
35016 Palmas de Gran Canaria, Las	Variación absoluta	2014	-767
35016 Palmas de Gran Canaria, Las	Variación absoluta	2013	754
35016 Palmas de Gran Canaria, Las	Variación absoluta	2012	-1.047
35016 Palmas de Gran Canaria, Las	Variación absoluta	2011	-617
35016 Palmas de Gran Canaria, Las	Variación absoluta	2010	1.461
35016 Palmas de Gran Canaria, Las	Variación absoluta	2009	724
35016 Palmas de Gran Canaria, Las	Variación absoluta	2008	3.920
35016 Palmas de Gran Canaria, Las	Variación absoluta	2007	147
35016 Palmas de Gran Canaria, Las	Variación absoluta	2006	-1.572
35016 Palmas de Gran Canaria, Las	Variación absoluta	2005	1.675
35016 Palmas de Gran Canaria, Las	Variación absoluta	2004	-647
35016 Palmas de Gran Canaria, Las	Variación absoluta	2003	6.951
35016 Palmas de Gran Canaria, Las	Variación absoluta	2002	5.872
35016 Palmas de Gran Canaria, Las	Variación absoluta	2001	6.259
35016 Palmas de Gran Canaria, Las	Variación absoluta	2000	3.761
35016 Palmas de Gran Canaria, Las	Variación absoluta	1999	2.116
35016 Palmas de Gran Canaria, Las	Variación absoluta	1998	-2.922
35016 Palmas de Gran Canaria, Las	Variación relativa	2020	0,34
35016 Palmas de Gran Canaria, Las	Variación relativa	2019	0,37
35016 Palmas de Gran Canaria, Las	Variación relativa	2018	0,23
35016 Palmas de Gran Canaria, Las	Variación relativa	2017	-0,36
35016 Palmas de Gran Canaria, Las	Variación relativa	2016	-0,20
35016 Palmas de Gran Canaria, Las	Variación relativa	2015	-0,66
35016 Palmas de Gran Canaria, Las	Variación relativa	2014	-0,20
35016 Palmas de Gran Canaria, Las	Variación relativa	2013	0,20
35016 Palmas de Gran Canaria, Las	Variación relativa	2012	-0,27
35016 Palmas de Gran Canaria, Las	Variación relativa	2011	-0,75
35016 Palmas de Gran Canaria, Las	Variación relativa	2010	0,38
35016 Palmas de Gran Canaria, Las	Variación relativa	2009	0,19
35016 Palmas de Gran Canaria, Las	Variación relativa	2008	1,04
35016 Palmas de Gran Canaria, Las	Variación relativa	2007	0,04
35016 Palmas de Gran Canaria, Las	Variación relativa	2006	-0,42
35016 Palmas de Gran Canaria, Las	Variación relativa	2005	0,44
35016 Palmas de Gran Canaria, Las	Variación relativa	2004	-0,17
35016 Palmas de Gran Canaria, Las	Variación relativa	2003	1,88
35016 Palmas de Gran Canaria, Las	Variación relativa	2002	1,61
35016 Palmas de Gran Canaria, Las	Variación relativa	2001	1,75
35016 Palmas de Gran Canaria, Las	Variación relativa	2000	1,06
35016 Palmas de Gran Canaria, Las	Variación relativa	1999	0,60
35016 Palmas de Gran Canaria, Las	Variación relativa	1998	-0,82
31201 Pamplona/Iruña	Personas	2020	203.944
31201 Pamplona/Iruña	Personas	2019	201.653
31201 Pamplona/Iruña	Personas	2018	199.066
31201 Pamplona/Iruña	Personas	2017	197.138
31201 Pamplona/Iruña	Personas	2016	195.650
31201 Pamplona/Iruña	Personas	2015	195.853
31201 Pamplona/Iruña	Personas	2014	196.166
31201 Pamplona/Iruña	Personas	2013	196.955
31201 Pamplona/Iruña	Personas	2012	197.604
31201 Pamplona/Iruña	Personas	2011	197.932
31201 Pamplona/Iruña	Personas	2010	197.488
31201 Pamplona/Iruña	Personas	2009	198.491
31201 Pamplona/Iruña	Personas	2008	197.275
31201 Pamplona/Iruña	Personas	2007	194.894
31201 Pamplona/Iruña	Personas	2006	195.769
31201 Pamplona/Iruña	Personas	2005	193.328
31201 Pamplona/Iruña	Personas	2004	191.865
31201 Pamplona/Iruña	Personas	2003	190.937
31201 Pamplona/Iruña	Personas	2002	189.364
31201 Pamplona/Iruña	Personas	2001	186.245
31201 Pamplona/Iruña	Personas	2000	182.666
31201 Pamplona/Iruña	Personas	1999	180.483
31201 Pamplona/Iruña	Personas	1998	171.150
31201 Pamplona/Iruña	Variación absoluta	2020	2.291
31201 Pamplona/Iruña	Variación absoluta	2019	2.587
31201 Pamplona/Iruña	Variación absoluta	2018	1.928
31201 Pamplona/Iruña	Variación absoluta	2017	1.488
31201 Pamplona/Iruña	Variación absoluta	2016	-203
31201 Pamplona/Iruña	Variación absoluta	2015	-313
31201 Pamplona/Iruña	Variación absoluta	2014	-789
31201 Pamplona/Iruña	Variación absoluta	2013	-649
31201 Pamplona/Iruña	Variación absoluta	2012	-328
31201 Pamplona/Iruña	Variación absoluta	2011	35
31201 Pamplona/Iruña	Variación absoluta	2010	-1.003
31201 Pamplona/Iruña	Variación absoluta	2009	1.216
31201 Pamplona/Iruña	Variación absoluta	2008	2.381
31201 Pamplona/Iruña	Variación absoluta	2007	-875
31201 Pamplona/Iruña	Variación absoluta	2006	2.441
31201 Pamplona/Iruña	Variación absoluta	2005	1.463
31201 Pamplona/Iruña	Variación absoluta	2004	928
31201 Pamplona/Iruña	Variación absoluta	2003	1.573
31201 Pamplona/Iruña	Variación absoluta	2002	3.119
31201 Pamplona/Iruña	Variación absoluta	2001	3.579
31201 Pamplona/Iruña	Variación absoluta	2000	2.183
31201 Pamplona/Iruña	Variación absoluta	1999	9.333
31201 Pamplona/Iruña	Variación absoluta	1998	4.871
31201 Pamplona/Iruña	Variación relativa	2020	1,14
31201 Pamplona/Iruña	Variación relativa	2019	1,30
31201 Pamplona/Iruña	Variación relativa	2018	0,98
31201 Pamplona/Iruña	Variación relativa	2017	0,76
31201 Pamplona/Iruña	Variación relativa	2016	-0,10
31201 Pamplona/Iruña	Variación relativa	2015	-0,16
31201 Pamplona/Iruña	Variación relativa	2014	-0,40
31201 Pamplona/Iruña	Variación relativa	2013	-0,33
31201 Pamplona/Iruña	Variación relativa	2012	-0,17
31201 Pamplona/Iruña	Variación relativa	2011	0,01
31201 Pamplona/Iruña	Variación relativa	2010	-0,51
31201 Pamplona/Iruña	Variación relativa	2009	0,62
31201 Pamplona/Iruña	Variación relativa	2008	1,22
31201 Pamplona/Iruña	Variación relativa	2007	-0,45
31201 Pamplona/Iruña	Variación relativa	2006	1,26
31201 Pamplona/Iruña	Variación relativa	2005	0,76
31201 Pamplona/Iruña	Variación relativa	2004	0,49
31201 Pamplona/Iruña	Variación relativa	2003	0,83
31201 Pamplona/Iruña	Variación relativa	2002	1,67
31201 Pamplona/Iruña	Variación relativa	2001	1,96
31201 Pamplona/Iruña	Variación relativa	2000	1,21
31201 Pamplona/Iruña	Variación relativa	1999	5,45
